"Pathway","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12"
"Cuproptosis_OC_40375037",0.00130248044557377,0.215737526223412,0.228995203101683,0.0803802328983328,0.282206766928092,0.0748109728421059,0.437649016734067,0.00912924420801066,0.406815449253973,0.306768395674224,0.28854824390613,0.293722873438646
"Cuproptosis_Pan Cancer_37968457",0.0379389104298426,0.0116539435532943,0.122421575582799,0.0246566088859782,0.187620698928956,0.0139773254099688,0.389962872175334,0.155565488410897,0.339141866408127,0.401606172006509,0.249487145624819,0.285976604465286
"Cuproptosis_Periodontitis_37215133",0.0195451650453701,0.296976770855913,0.129699376421801,0.0353032179811499,0.126790010600436,0.0326807954967022,0.457659656530127,0.287902733285055,0.318341625663004,0.456853073140839,0.208641360627651,0.326491097334324
"Cuproptosis_UCEC_39825108",0.0396662825723991,0.0561039286844182,0.146457926685049,-0.0977867357034574,0.14797429740317,0.0889910668997983,0.298297332086849,0.123460563904901,0.200388467159186,0.383375502512195,0.318482109600414,0.227172729480404
"Disulfidptosis_AS_38433839",0.00145566518495768,0.153961729900974,0.210162543558309,0.138414067202694,-0.00167175899195528,-0.043973177265138,0.347347636064822,0.391625798245236,0.330470003983517,0.334220165275291,0.395744531020111,0.406427121573752
"Disulfidptosis_ccRCC_38671348",-0.0217006937372303,-0.0469636990223194,0.153066385456293,-0.220992150988577,0.144364017471016,0.323163250692921,0.450288153301295,0.28485914335378,0.29168728210841,0.182045365132336,0.392036040138289,0.320419581926142
"Disulfidptosis_CD_38433839",0.0634199992052154,0.0594733966341828,0.0557003749884349,0.0209464581269435,0.0714840782570029,0.0662308834113513,0.360179388030837,0.28190419533587,0.349193555246987,0.350959351185065,0.354278281841021,0.376002412359805
"Disulfidptosis_UC_38433839",0.062395575447833,0.01435450395689,0.0595491474280668,-0.0214130026976607,0.0577804873323208,0.0528285173964295,0.363153581398297,0.324142361522278,0.353792377204491,0.336432214409027,0.326786109356781,0.365100190327183
"Disulfidptosis_Up_38035663",0.00391894524350283,-0.113988523953084,0.133822678229477,-0.0456336553125869,0.0279333405521877,0.252154505003471,0.46738475682802,0.127031483134267,0.345891593328761,0.16740204174758,0.443286980027462,0.363554011087541
"Efferocytosis_BLCA_Prognosis_40481075",0.0225164855738354,-0.205032291672852,-0.00327285447702079,0.0294341695684872,0.0727193789518615,0.200087110232848,0.198380854841348,0.471685920885867,0.481800216640858,0.503939214529745,0.485010003695446,0.301083019866557
"Efferocytosis_BRCA_Prognosis_39911848",0.148112837099422,-0.0460201502518569,0.138176684857327,-0.000259973031196255,-0.0126050184896136,0.0188794369483631,0.414613087677247,0.523866675941105,0.413021154470885,0.137415376809518,0.383200276651329,0.46843623942772
"Efferocytosis_Pan Cancer",0.0627627618640261,0.135594617430135,0.0450960838276443,-0.0643951875725742,0.121922507339988,0.076746324015585,0.409117541669001,0.382229023462974,0.347396458442741,0.337772123894668,0.361392160238654,0.237553630853366
"Efferocytosis_TNBC_41198835",-0.0592085141697855,0.157036761314841,0.334323797319723,-0.408338691328138,0.0258232838812954,0.159186448280512,0.200521604338638,0.455085878572374,0.485688143509945,0.176004104112286,0.500676442615162,0.358186918052133
"Efferocytosis_TNBC_Prognosis_41198835",-0.0202636237741994,0.281052287874991,0.275809547372547,-0.419673923366233,-0.0621446757525774,0.292043474178034,0.302808329144949,0.423606966874976,0.464915665316117,0.0922921399155334,0.510772184317756,0.367629637479646
"Entosis_GeneCards",-0.0809676864572135,0.217137548729645,0.0354108692345825,-0.00622265786462695,0.195641423291692,-0.182608088026575,0.311478137261115,0.408161237272252,0.198775309452957,0.352567775209949,0.384243855475371,0.496859556228683
"Entoticcelldeath_GeneCards",-0.117729062572905,0.0186596436712043,0.147462755712053,-0.0541016445835036,0.256220890601834,-0.105799574966634,0.454080119121965,0.541757368396474,0.395518676277312,0.450096632865579,0.392916862547457,0.46393840365202
"Extrinsic apoptosis_GeneCards",0.0505335420883996,0.0710094196342741,0.0995977222024142,0.0517556048615346,0.144902711948626,0.0979488225142946,0.357524820870599,0.382355498801018,0.408717122303492,0.379042466871905,0.390574345606039,0.377833369607595
"Ferroptosis_ALI_37149072",0.0859893598540857,0.0905733690240019,0.00400188027120732,0.0198324781557557,0.0607864590262899,0.126097514463026,0.361323519807953,0.359660485392024,0.379681949435133,0.348349469148737,0.356638991093112,0.319749931886208
"Ferroptosis_AML_Prognosis_36338716",0.0819720042658229,-0.0790912554147424,0.0520558532970699,-0.00069015649665935,0.118967052237261,-0.000854194031469752,0.322124393762271,0.276316344369829,0.296546844022111,0.29054464930053,0.434633982036009,0.366381899741383
"Ferroptosis_CCA_Prognosis_36733386",0.049136503892826,0.0824630683380124,0.120376072395829,-0.0471662303235395,0.0987186842873748,0.171949293605502,0.477341562184397,0.394062544003448,0.389090388904661,0.324358944057074,0.410609613993838,0.448217575795753
"Ferroptosis_CRC_Prognosis_38774759",0.0240097373716119,0.0828420666953714,0.186014894901911,0.0674221273120196,0.151785307827855,-0.0259405578777878,0.363830174788929,0.293405884580329,0.324390484689029,0.359737380747969,0.378593568043643,0.419674609116537
"Ferroptosis_DKD_38678670",-0.00870845290453868,0.0969106083881746,0.144925494173035,0.085733481516733,0.078229433479614,0.147158921953362,0.367698397379566,0.330524628803165,0.405662636795603,0.370638715761662,0.357315778991893,0.357045959501812
"Ferroptosis_DLBCL_39488307",0.049328645990248,0.0878257166026938,0.198357466427621,0.0791179170502071,0.0276223219463175,0.178150742136615,0.383743229774828,0.29807364727767,0.377204021927534,0.392811143901522,0.307088518817885,0.383081393793891
"Ferroptosis_EGFRWTLUAD_Prognosis_39478024",-0.0137901856181385,0.0658019200678818,0.0240970528298943,-0.110920161713038,0.102386318703733,0.197432788621358,0.480349946937817,0.329287885056204,0.45153546644168,0.333428629744079,0.27690306583082,0.318214707639183
"Ferroptosis_ES_Prognosis_36050939",0.0727279096084014,0.144005776657498,0.0811429107865475,0.00108900947596887,-0.0191042427892531,0.131008525132001,0.347994979610089,0.384924940895344,0.393842572831495,0.352666720467826,0.406585669537934,0.352575819261766
"Ferroptosis_FerrDb V2(36305834)",0.0631046493405439,0.0533813943913751,0.0683581303240575,0.0487653387932633,0.0893579104483975,0.0994075477302447,0.406482095730634,0.416405981681901,0.429770310198228,0.417760857769704,0.413660036485226,0.409454416531259
"Ferroptosis_Glioma_Prognosis_32733879",0.0910583116122111,-0.0409999960885062,-0.0917727554220809,-0.108258373510302,0.125792993158138,-0.0797387815143635,0.288054682683681,0.308999708805912,0.418995111678456,0.435813470388312,0.29945635270143,0.380113466157211
"Ferroptosis_Gliomas_Prognosis_35711838",0.0150297041557927,-0.0722649687265585,0.0790167750926835,0.0712950033782034,0.0600370319184576,0.0617205209572001,0.299031641275365,0.414824157968883,0.387092231552994,0.365048174295666,0.424242344476355,0.434324348701901
"Ferroptosis_HCC_Prognosis_38139032",0.0893481926865127,-0.00313196467335822,0.101170838109032,0.111437064815462,0.0199589620708543,0.206201146996281,0.360867440809432,0.337281175745295,0.387961489383822,0.414164218038465,0.450622128329821,0.373063979487923
"Ferroptosis_HNSCC_Prognosis_34906855",-0.0468175566161468,0.103869948223127,0.0830648265704656,0.115869878428874,0.12857942061252,0.171311625161591,0.319357883483123,0.294289707664637,0.306626867310362,0.319627446425257,0.300363753302342,0.380840995577923
"Ferroptosis_IDD_36819777",0.0660167160165845,0.0160687749132903,0.141226999956109,-0.0807789947453777,0.0564768532979343,0.103357706412123,0.348778567393923,0.396120056419076,0.361946300372769,0.374668195903242,0.356033131205472,0.365357026824586
"Ferroptosis_IDD_Down_36814575",0.10614632707785,-0.0875386917052419,0.110285001641665,-0.0805372499994911,0.13844672370366,-0.0605077870642063,0.389452547727585,0.381363929004066,0.288004083367157,0.331035055574584,0.377804756629479,0.319761714056702
"Ferroptosis_IDD_Up_36814575",0.112355982783748,0.037922202022978,0.107265411311923,0.0782726147468087,0.125105161448224,0.118028426356375,0.38990341025931,0.390157887262307,0.382511893166753,0.368485501753431,0.339404377281139,0.339073073668659
"Ferroptosis_Pan Cancer_37968457",0.0428893699957507,0.0653402580015942,0.0670963489220557,0.0239603586115256,0.100998607289386,0.123184161739933,0.393610204452844,0.389300734570294,0.401573359110559,0.378983021535095,0.369313624031084,0.365631745065344
"Ferroptosis_PD_Prognosis_40465746",0.0511217154951098,0.0787996065566917,0.142033343969487,0.095562201700862,0.127514858413854,0.0920196349986339,0.347981484611574,0.301457168254813,0.387170246976676,0.391951505732998,0.349510417341841,0.353818933273135
"Ferroptosis_Pediatric Sepsis_40070882",0.0240502847879574,0.0319618079142903,0.0490233412543694,-0.0119744346661678,0.0768955691535668,0.0152226836711388,0.340582218099123,0.344185269117415,0.414792521705569,0.340188594376481,0.360506810196394,0.356847359015977
"Ferroptosis_STAD_35023280",0.111934932611286,0.0815328089914484,0.0708449662785959,0.0662967198167426,-0.047116102893189,0.0314156454750049,0.387406830246871,0.390089755121231,0.344264530911058,0.37666246669716,0.372163528407317,0.336357940065895
"Immunogenic Cell Death_BLCA_38023241",0.000127903950002759,0.320214220331114,-0.0298988668697479,-0.207869837223984,0.0484768907919803,0.0733491550932609,0.275173855454345,0.21025716646755,0.334118461859049,0.291057151199255,0.476393227834078,0.307922262531381
"Immunogenic Cell Death_HCC_38681068",0.0216732417478087,0.0686072407322004,0.115075985080761,-0.146227331817703,0.151921184324379,0.0552898062317063,0.180313528128099,0.368818638800015,0.33561287161674,0.407157934193943,0.315754009155844,0.301242799619002
"Immunogenic Cell Death_LUAD_38171413",-5.44938799574769e-05,0.329718616884987,0.0126945905576163,-0.39096804914131,-0.0562814219377479,0.147548582974246,0.30617340774684,0.14482331190842,0.367865336030315,0.036100482756942,0.468503907983788,0.299276962708295
"Immunogenic Cell Death_Pan Cancer_27057433",0.102813255247478,0.0171714589273564,0.0948640079972015,-0.196719193457656,0.152108593804221,0.0655777230012426,0.177754446894713,0.337247591554312,0.352172868101769,0.312315596560749,0.348574020793316,0.304869112394118
"Intrinsic apoptosis_GeneCards",0.0648719748684025,0.0600698541798371,0.0779642494035956,0.0545557753783293,0.092819724658515,0.102061796168095,0.395079943175863,0.398284991818395,0.421343436438521,0.411395119794073,0.412760163474131,0.40402011786262
"Lysosome-dependentcelldeath_GeneCards",0.0302326039489563,0.0455490233172997,0.0611282267637108,0.106327219263469,0.171194225726507,0.132641595030807,0.328711440077331,0.353309183274851,0.409719298594559,0.389911595007313,0.34211193313498,0.2832125280546
"Mitochondrial permeability transition (MPT)-driven necrosis_GeneCards",-0.00673623119897604,0.0617522265494297,0.088325120677744,-0.0260379360384682,0.12042813045808,0.0840435866120318,0.295964516674726,0.330243413616748,0.345366587503925,0.362133616450654,0.395295761338498,0.343671636551367
"Mitotic death_GeneCards",0.0572325624371593,0.0424054179341698,0.0731304175816043,0.0491612879056497,0.112528762282328,0.0941844592254623,0.384479309062189,0.381615678999005,0.405483169520368,0.409340502384576,0.405441271139975,0.400796629289406
"Mitotic_catastrophe_GeneCards",0.0361209490215792,0.122675728798055,0.0739123306357857,0.0691429996502231,0.140455617366934,0.130674158583605,0.32987931724903,0.348224605470641,0.409698818305556,0.411477087693777,0.37457777285376,0.347561287234877
"Necroptosis_AML_37993258",0.131215897138803,0.0986358443712414,0.0268049259361277,0.143728629841923,0.315540827642616,0.168008081327518,0.320249276251418,0.387179092653923,0.426749391589762,0.346670301088415,0.415364246844403,0.368726194464607
"Necroptosis_BRCA_Prognosis_35251139",0.0616950710393409,0.0965104776076597,0.00426160226428372,0.291892691971586,0.272653035817733,0.135995555960149,0.256846299725339,0.39009685488132,0.462209258085443,0.401732760903095,0.526668006474293,0.545700450424151
"Necroptosis_BRCA_Prognosis_37787960",0.0785876001275784,0.0786727622165856,0.148972194898337,-0.0361265822898048,0.162778920486327,0.134036375351261,0.372010049756842,0.42848433497423,0.36389298202895,0.354468694485051,0.390264701912305,0.300072585622151
"Necroptosis_COAD_36353119",0.161752281929437,0.0523832910550275,0.216618040657705,0.0164558135992045,0.0992114644798084,0.0842136040877677,0.346065072219003,0.435263540425303,0.376252753871536,0.295572754411486,0.372395116660334,0.214558080355221
"Necroptosis_ES_Prognosis_37663658",0.0332641156406529,0.0775467652686731,0.140129424599175,0.0445611001616459,0.252952550939161,0.166639423724417,0.333630483802778,0.389407164033935,0.435186959620067,0.445659136129715,0.328976992111693,0.241174965718226
"Necroptosis_Glioma_Prognosis_36466844",0.109556199811564,0.101596841775741,0.128652626283891,-0.0218537581470093,0.120970784721142,0.12785124541102,0.37044288532553,0.432124293079042,0.360312699416792,0.377432350900983,0.366208011199207,0.304730090374001
"Necroptosis_HCC_36134033",0.0521839248813717,0.313173191521441,0.372241008468809,-0.0326458831928919,0.227850147485037,0.215516707396076,0.229515087955748,0.476500931988499,0.305511442234401,0.414954376555286,0.276218138777511,0.255961555269292
"Necroptosis_Pan Cancer_36044785",0.131215897138803,0.0986358443712414,0.0268049259361277,0.143728629841923,0.315540827642616,0.168008081327518,0.320249276251418,0.387179092653923,0.426749391589762,0.346670301088415,0.415364246844403,0.368726194464607
"NETosis_Pan Cancer_37408763",0.0837343079656064,-0.016747673095561,0.063431297290554,0.0240725449822909,0.146824039976585,0.174155254898301,0.242066799048168,0.405794329002418,0.310788207395583,0.359209346427191,0.38019348143451,0.298872752251657
"NETosis_PCa_39733640",0.161256282214116,0.124612172368435,0.0278743145775574,0.0476476737915082,-0.164855199284586,-0.069206793618455,0.400745735792954,0.422523209780043,0.391689225242512,0.277454641101656,0.485235179991833,0.292374406183194
"NETosis_UC_40963602",0.0450030980427002,0.00695354731600404,0.0701012913750713,-0.016266125378139,0.163580315371145,0.321891938735726,0.370335142238265,0.283084169400341,0.372407750111109,0.417309379745543,0.40478187216816,0.257874176235752
"Oxeiptosis_GeneCards",0.141535567738426,0.185817997175233,-0.337516936502656,0.139733663850099,0.5000793389608,0.263992353575207,0.473196151897357,0.484913821319019,0.235948102043091,0.208694782152763,0.334983830577435,0.123994864843458
"PANoptosis_IPF_Prognosis_39515041",0.0659354044219002,0.136692665123607,0.161195787770031,0.27528349662581,0.118361484530437,-0.0553979021375854,0.30626542292002,0.157835183522928,0.322408737592953,0.220912525643148,0.4196979402747,0.415367042034309
"PANoptosis_Pan Cancer_37325556",-0.224342419070111,0.192484633011685,0.148268319016453,-0.175889991176004,0.355308911147888,0.329497552510987,0.444519130466637,0.455821637887424,0.409868183120619,0.514900709639233,0.278037773424309,0.0347054968209192
"paraptosis-like death_GeneCards",-0.127954996539163,0.0186064455506837,-0.0171615891453191,0.107104186754367,-0.0247197876796504,-0.0909920255409629,0.547640224833303,0.374236155994994,0.472903924093769,0.4438764394656,0.303852677519587,0.465579748833563
"Paraptosis_GeneCards",-0.00301659955811738,0.0646987569736627,0.0385809018798802,0.0825652051866932,-0.0593616662365246,0.0564288673084825,0.497072023186488,0.438271359127871,0.440500029073151,0.424977065066971,0.347700651218645,0.4124210233577
"Parthanatos_GeneCards",0.0533145780978371,0.2088232972505,0.120434241832121,0.0255916205079313,0.367989165870964,0.286084443832481,0.479278443401209,0.477930027748819,0.416900320105783,0.437506054984197,0.331576752707444,0.236991192220685
"Phagocytosis_CRC_Prognosis_40841999",0.0375636123502607,0.102835361885894,0.263300070889107,0.0700715535328399,-0.0122067870669204,0.0333328951246584,0.342601751085676,0.41342019063158,0.228690347620459,0.382508908458347,0.421329040834603,0.252368096622472
"Phagocytosis_GC_Prognosis_40275059",0.149188431835759,0.0646424684813863,-0.154710889609322,0.0993665460950365,0.0734477716359987,0.144904295350012,0.341282607980348,0.431339638248963,0.223060327354781,0.393047448861814,0.337644266057186,0.236958954238603
"Pyroptosis_ccRCC_Prognosis_35308143",0.106526152433975,0.208707881825993,-0.158380189079424,0.188024706022446,0.0539777023664468,0.213579470901466,0.343408622854801,0.425034831275879,0.35664197112383,0.46850622851855,0.489929460380992,0.540821905945841
"Pyroptosis_LUAD_37077542",0.195461048672096,0.0405018258941982,0.132772134017587,0.0300552088637019,0.0934259669847425,0.0396866821264209,0.35983341785707,0.336902995022006,0.33443063127977,0.468090042902649,0.441422054499948,0.250938986769175
"Pyroptosis_OA_37853066",0.240891639923682,-0.0492058277003187,-0.0364826843946755,0.0717461319832983,0.322993914814732,0.278395164604631,0.151015031775258,0.198177593476436,0.0931056627298827,0.403881448812991,0.357016561217174,0.126653358646622
"Pyroptosis_PAAD_Prognosis_36882663",0.240891639923682,-0.0492058277003187,-0.0364826843946755,0.0717461319832983,0.322993914814732,0.278395164604631,0.151015031775258,0.198177593476436,0.0931056627298827,0.403881448812991,0.357016561217174,0.126653358646622
"Pyroptosis_Pan Cancer_36703967",0.224607794789032,0.0189618952380673,0.209661969245853,-0.0591669664661943,0.00430071921799169,-0.0200333144161827,0.366770977424777,0.381400629625311,0.360801869502293,0.52194044448104,0.423772302156716,0.232217945438435
